answered	VBD
,	,
in	IN
a	DT
very	RB
pleasing	VBG
way	NN
and	CC
with	IN
an	DT
assumed	VBN
air	NN
of	IN
mistake	NN
,	,
``	``
I	PRP
thought	VBD
you	PRP
did	VBD
.	.
''	''

Here	RB
was	VBD
a	DT
type	NN
of	IN
the	DT
travelling	VBG
canvasser	NN
for	IN
a	DT
manufacturing	NN
house	NN
--	:
a	DT
class	NN
which	WDT
at	IN
that	DT
time	NN
was	VBD
first	RB
being	VBG
dubbed	VBN
by	IN
the	DT
slang	NN
of	IN
the	DT
day	NN
``	``
drummers	NNS
.	.
''	''

He	PRP
came	VBD
within	IN
the	DT
meaning	NN
of	IN
a	DT
still	RB
newer	JJR
term	NN
,	,
which	WDT
had	VBD
sprung	VBN
into	IN
general	JJ
use	NN
among	IN
Americans	NNPS
in	IN
1880	NNP
,	,
and	CC
which	WDT
concisely	RB
expressed	VBD
the	DT
thought	NN
of	IN
one	CD
whose	WP$
dress	NN
or	CC
manners	NNS
are	VBP
calculated	VBN
to	TO
elicit	VB
the	DT
admiration	NN
of	IN
susceptible	JJ
young	JJ
women	NNS
--	:
a	DT
``	``
masher	NN
.	.
''	''

His	PRP$
suit	NN
was	VBD
of	IN
a	DT
striped	JJ
and	CC
crossed	VBD
pattern	NN
of	IN
brown	JJ
wool	NN
,	,
new	JJ
at	IN
that	DT
time	NN
,	,
but	CC
since	IN
become	VBN
familiar	JJ
as	IN
a	DT
business	NN
suit	NN
.	.

The	DT
low	JJ
crotch	NN
of	IN
the	DT
vest	NN
revealed	VBD
a	DT
stiff	JJ
shirt	NN
bosom	NN
of	IN
white	JJ
and	CC
pink	JJ
stripes	NNS
.	.

From	IN
his	PRP$
coat	NN
sleeves	NNS
protruded	VBD
a	DT
pair	NN
of	IN
linen	NN
cuffs	NNS
of	IN
the	DT
same	JJ
pattern	NN
,	,
fastened	VBN
with	IN
large	JJ
,	,
gold	JJ
plate	NN
buttons	NNS
,	,
set	VBN
with	IN
the	DT
common	JJ
yellow	JJ
agates	NNS
known	VBN
as	IN
``	``
cat	NN
's	POS
-	:
eyes	NNS
.	.
''	''

His	PRP$
fingers	NNS
bore	VBD
several	JJ
rings	NNS
--	:
one	CD
,	,
the	DT
ever-enduring	JJ
heavy	JJ
seal	NN
--	:
and	CC
from	IN
his	PRP$
vest	NN
dangled	VBD
a	DT
neat	JJ
gold	NN
watch	NN
chain	NN
,	,
from	IN
which	WDT
was	VBD
suspended	VBN
the	DT
secret	JJ
insignia	NN
of	IN
the	DT
Order	NN
of	IN
Elks	NNP
.	.

The	DT
whole	JJ
suit	NN
was	VBD
rather	RB
tight-fitting	JJ
,	,
and	CC
was	VBD
finished	VBN
off	RP
with	IN
heavy-soled	JJ
tan	NN
shoes	NNS
,	,
highly	RB
polished	JJ
,	,
and	CC
the	DT
grey	JJ
fedora	NN
hat	NN
.	.

He	PRP
was	VBD
,	,
for	IN
the	DT
order	NN
of	IN
intellect	NN
represented	VBN
,	,
attractive	JJ
,	,
and	CC
whatever	WDT
he	PRP
had	VBD
to	TO
recommend	VB
him	PRP
,	,
you	PRP
may	MD
be	VB
sure	JJ
was	VBD
not	RB
lost	VBN
upon	IN
Carrie	NNP
,	,
in	IN
this	DT
,	,
her	PRP$
first	JJ
glance	NN
.	.

Lest	IN
this	DT
order	NN
of	IN
individual	NN
should	MD
permanently	RB
pass	VB
,	,
let	VB
me	PRP
put	VB
down	RP
some	DT
of	IN
the	DT
most	RBS
striking	JJ
characteristics	NNS
of	IN
his	PRP$
most	RBS
successful	JJ
manner	NN
and	CC
method	NN
.	.

Good	JJ
clothes	NNS
,	,
of	IN
course	NN
,	,
were	VBD
the	DT
first	JJ
essential	JJ
,	,
the	DT
things	NNS
without	IN
which	WDT
he	PRP
was	VBD
nothing	NN
.	.

A	DT
strong	JJ
physical	JJ
nature	NN
,	,
actuated	VBN
by	IN
a	DT
keen	JJ
desire	NN
for	IN
the	DT
feminine	JJ
,	,
was	VBD
the	DT
next	JJ
.	.

A	DT
mind	NN
free	JJ
of	IN
any	DT
consideration	NN
of	IN
the	DT
problems	NNS
or	CC
forces	NNS
of	IN
the	DT
world	NN
and	CC
actuated	VBD
not	RB
by	IN
greed	NN
,	,
but	CC
an	DT
insatiable	JJ
love	NN
of	IN
variable	JJ
pleasure	NN
.	.

His	PRP$
method	NN
was	VBD
always	RB
simple	JJ
.	.

Its	PRP$
principal	JJ
element	NN
was	VBD
daring	JJ
,	,
backed	VBD
,	,
of	IN
course	NN
,	,
by	IN
an	DT
intense	JJ
desire	NN
and	CC
admiration	NN
for	IN
the	DT
sex	NN
.	.

Let	VB
him	PRP
meet	VB
with	IN
a	DT
young	JJ
woman	NN
twice	RB
and	CC
he	PRP
would	MD
straighten	VB
her	PRP$
necktie	NN
for	IN
her	PRP$
and	CC
perhaps	RB
address	VB
her	PRP$
by	IN
her	PRP$
first	JJ
name	NN
.	.

In	IN
the	DT
great	JJ
department	NN
stores	NNS
he	PRP
was	VBD
at	IN
his	PRP$
ease	NN
.	.

If	IN
he	PRP
caught	VBD
the	DT
attention	NN
of	IN
some	DT
young	JJ
woman	NN
while	IN
waiting	VBG
for	IN
the	DT
cash	NN
boy	NN
to	TO
come	VB
back	RP
with	IN
his	PRP$
change	NN
,	,
he	PRP
would	MD
find	VB
out	RP
her	PRP$
name	NN
,	,
her	PRP$
favourite	JJ
flower	NN
,	,
where	WRB
a	DT
note	NN
would	MD
reach	VB
her	PRP
,	,
and	CC
perhaps	RB
pursue	VB
the	DT
delicate	JJ
task	NN
of	IN
friendship	NN
until	IN
it	PRP
proved	VBD
unpromising	JJ
,	,
when	WRB
it	PRP
would	MD
be	VB
relinquished	VBN
.	.

He	PRP
would	MD
do	VB
very	RB
well	RB
with	IN
more	JJR
pretentious	JJ
women	NNS
,	,
though	IN
the	DT
burden	NN
of	IN
expense	NN
was	VBD
a	DT
slight	JJ
deterrent	NN
.	.

Upon	IN
entering	VBG
a	DT
parlour	NN
car	NN
,	,
for	IN
instance	NN
,	,
he	PRP
would	MD
select	VB
a	DT
chair	NN
next	JJ
to	TO
the	DT
most	RBS
promising	JJ
bit	NN
of	IN
femininity	NN
and	CC
soon	RB
enquire	VB
if	IN
she	PRP
cared	VBD
to	TO
have	VB
the	DT
shade	NN
lowered	VBD
.	.

Before	IN
the	DT
train	NN
cleared	VBD
the	DT
yards	NNS
he	PRP
would	MD
have	VB
the	DT
porter	NN
bring	VB
her	PRP
a	DT
footstool	NN
.	.

At	IN
the	DT
next	JJ
lull	NN
in	IN
his	PRP$
conversational	JJ
progress	NN
he	PRP
would	MD
find	VB
her	PRP$
something	NN
to	TO
read	VB
,	,
and	CC
from	IN
then	RB
on	IN
,	,
by	IN
dint	NN
of	IN
compliment	NN
gently	RB
insinuated	VBN
,	,
personal	JJ
narrative	NN
,	,
exaggeration	NN
and	CC
service	NN
,	,
he	PRP
would	MD
win	VB
her	PRP$
tolerance	NN
,	,
and	CC
,	,
mayhap	NN
,	,
regard	NN
.	.

A	DT
woman	NN
should	MD
some	DT
day	NN
write	VB
the	DT
complete	JJ
philosophy	NN
of	IN
clothes	NNS
.	.

No	DT
matter	NN
how	WRB
young	JJ
,	,
it	PRP
is	VBZ
one	CD
of	IN
the	DT
things	NNS
she	PRP
wholly	RB
comprehends	VBZ
.	.

There	EX
is	VBZ
an	DT
indescribably	RB
faint	JJ
line	NN
in	IN
the	DT
matter	NN
of	IN
man	NN
's	POS
apparel	NN
which	WDT
somehow	RB
divides	VBZ
for	IN
her	PRP$
those	DT
who	WP
are	VBP
worth	JJ
glancing	VBG
at	IN
and	CC
those	DT
who	WP
are	VBP
not	RB
.	.

Once	RB
an	DT
individual	NN
has	VBZ
passed	VBN
this	DT
faint	JJ
line	NN
on	IN
the	DT
way	NN
downward	RB
he	PRP
will	MD
get	VB
no	DT
glance	NN
from	IN
her	PRP
.	.

There	EX
is	VBZ
another	DT
line	NN
at	IN
which	WDT
the	DT
dress	NN
of	IN
a	DT
man	NN
will	MD
cause	VB
her	PRP
to	TO
study	VB
her	PRP$
own	JJ
.	.

This	DT
line	NN
the	DT
individual	NN
at	IN
her	PRP$
elbow	NN
now	RB
marked	JJ
for	IN
Carrie	NNP
.	.

She	PRP
became	VBD
conscious	JJ
of	IN
an	DT
inequality	NN
.	.

Her	PRP$
own	JJ
plain	JJ
blue	JJ
dress	NN
,	,
with	IN
its	PRP$
black	JJ
cotton	NN
tape	NN
trimmings	NNS
,	,
now	RB
seemed	VBD
to	TO
her	PRP$
shabby	JJ
.	.

She	PRP
felt	VBD
the	DT
worn	JJ
state	NN
of	IN
her	PRP$
shoes	NNS
.	.

``	``
Let	VB
's	POS
see	VB
,	,
''	''
he	PRP
went	VBD
on	IN
,	,
``	``
I	PRP
know	VBP
quite	RB
a	DT
number	NN
of	IN
people	NNS
in	IN
your	PRP$
town	NN
.	.

Morgenroth	NNP
the	DT
clothier	NN
and	CC
Gibson	NNP
the	DT
dry	JJ
goods	NNS
man	NN
.	.
''	''

``	``
Oh	UH
,	,
do	VBP
you	PRP
?	.
''	''

she	PRP
interrupted	VBD
,	,
aroused	VBN
by	IN
memories	NNS
of	IN
longings	NNS
their	PRP$
show	NN
windows	NNS
had	VBD
cost	VBN
her	PRP
.	.

At	IN
last	JJ
he	PRP
had	VBD
a	DT
clew	NN
to	TO
her	PRP$
interest	NN
,	,
and	CC
followed	VBD
it	PRP
deftly	RB
.	.

In	IN
a	DT
few	JJ
minutes	NNS
he	PRP
had	VBD
come	VBN
about	RB
into	IN
her	PRP$
seat	NN
.	.

He	PRP
talked	VBD
of	IN
sales	NNS
of	IN
clothing	NN
,	,
his	PRP$
travels	NNS
,	,
Chicago	NNP
,	,
and	CC
the	DT
amusements	NNS
of	IN
that	DT
city	NN
.	.

``	``
If	IN
you	PRP
are	VBP
going	VBG
there	RB
,	,
you	PRP
will	MD
enjoy	VB
it	PRP
immensely	RB
.	.

Have	VBP
you	PRP
relatives	NNS
?	.
''	''

``	``
I	PRP
am	VBP
going	VBG
to	TO
visit	VB
my	PRP$
sister	NN
,	,
''	''
she	PRP
explained	VBD
.	.

``	``
You	PRP
want	VBP
to	TO
see	VB
Lincoln	NNP
Park	NNP
,	,
''	''
he	PRP
said	VBD
,	,
``	``
and	CC
Michigan	NNP
Boulevard	NNP
.	.

They	PRP
are	VBP
putting	VBG
up	RP
great	JJ
buildings	NNS
there	RB
.	.

It	PRP
's	VBZ
a	DT
second	JJ
New	NNP
York	NNP
--	:
great	JJ
.	.

So	RB
much	JJ
to	TO
see	VB
--	:
theatres	NNS
,	,
crowds	NNS
,	,
fine	JJ
houses	NNS
--	:
oh	UH
,	,
you	PRP
'll	MD
like	VB
that	DT
.	.
''	''

There	EX
was	VBD
a	DT
little	JJ
ache	NN
in	IN
her	PRP$
fancy	NN
of	IN
all	DT
he	PRP
described	VBD
.	.

Her	PRP$
insignificance	NN
in	IN
the	DT
presence	NN
of	IN
so	RB
much	JJ
magnificence	NN
faintly	RB
affected	VBD
her	PRP
.	.

She	PRP
realised	VBD
that	IN
hers	NNS
was	VBD
not	RB
to	TO
be	VB
a	DT
round	NN
of	IN
pleasure	NN
,	,
and	CC
yet	RB
there	EX
was	VBD
something	NN
promising	JJ
in	IN
all	PDT
the	DT
material	NN
prospect	NN
he	PRP
set	VBD
forth	RB
.	.

There	EX
was	VBD
something	NN
satisfactory	JJ
in	IN
the	DT
attention	NN
of	IN
this	DT
individual	JJ
with	IN
his	PRP$
good	JJ
clothes	NNS
.	.

She	PRP
could	MD
not	RB
help	VB
smiling	VBG
as	IN
he	PRP
told	VBD
her	PRP
of	IN
some	DT
popular	JJ
actress	NN
of	IN
whom	WP
she	PRP
reminded	VBD
him	PRP
.	.

She	PRP
was	VBD
not	RB
silly	JJ
,	,
and	CC
yet	RB
attention	NN
of	IN
this	DT
sort	NN
had	VBD
its	PRP$
weight	NN
.	.

``	``
You	PRP
will	MD
be	VB
in	IN
Chicago	NNP
some	DT
little	JJ
time	NN
,	,
wo	MD
n't	RB
you	PRP
?	.
''	''

he	PRP
observed	VBD
at	IN
one	CD
turn	NN
of	IN
the	DT
now	RB
easy	JJ
conversation	NN
.	.

``	``
I	PRP
do	VBP
n't	RB
know	VB
,	,
''	''
said	VBD
Carrie	NNP
vaguely	RB
--	:
a	DT
flash	NN
vision	NN
of	IN
the	DT
possibility	NN
of	IN
her	PRP$
not	RB
securing	VBG
employment	NN
rising	VBG
in	IN
her	PRP$
mind	NN
.	.

``	``
Several	JJ
weeks	NNS
,	,
anyhow	RB
,	,
''	''
he	PRP
said	VBD
,	,
looking	VBG
steadily	RB
into	IN
her	PRP$
eyes	NNS
.	.

There	EX
was	VBD
much	RB
more	RBR
passing	VBG
now	RB
than	IN
the	DT
mere	JJ
words	NNS
indicated	VBD
.	.

He	PRP
recognised	VBD
the	DT
indescribable	JJ
thing	NN
that	WDT
made	VBD
up	RP
for	IN
fascination	NN
and	CC
beauty	NN
in	IN
her	PRP$
.	.

She	PRP
realised	VBD
that	IN
she	PRP
was	VBD
of	IN
interest	NN
to	TO
him	PRP
from	IN
the	DT
one	CD
standpoint	NN
which	WDT
a	DT
woman	NN
both	CC
delights	VBZ
in	IN
and	CC
fears	NNS
.	.

Her	PRP$
manner	NN
was	VBD
simple	JJ
,	,
though	IN
for	IN
the	DT
very	JJ
reason	NN
that	IN
she	PRP
had	VBD
not	RB
yet	RB
learned	VBD
the	DT
many	JJ
little	JJ
affectations	NNS
with	IN
which	WDT
women	NNS
conceal	VBP
their	PRP$
true	JJ
feelings	NNS
.	.

Some	DT
things	NNS
she	PRP
did	VBD
appeared	VBD
bold	JJ
.	.

A	DT
clever	JJ
companion	NN
--	:
had	VBD
she	PRP
ever	RB
had	VBD
one	CD
--	:
would	MD
have	VB
warned	VBN
her	PRP$
never	RB
to	TO
look	VB
a	DT
man	NN
in	IN
the	DT
eyes	NNS
so	RB
steadily	RB
.	.

``	``
Why	WRB
do	VBP
you	PRP
ask	VB
?	.
''	''

she	PRP
said	VBD
.	.

``	``
Well	UH
,	,
I	PRP
'm	VBP
going	VBG
to	TO
be	VB
there	RB
several	JJ
weeks	NNS
.	.

I	PRP
'm	VBP
going	VBG
to	TO
study	VB
stock	NN
at	IN
our	PRP$
place	NN
and	CC
get	VB
new	JJ
samples	NNS
.	.

I	PRP
might	MD
show	VB
you	PRP
`	``
round	NN
.	.
''	''

``	``
I	PRP
do	VBP
n't	RB
know	VB
whether	IN
you	PRP
can	MD
or	CC
not	RB
.	.

I	PRP
mean	VBP
I	PRP
do	VBP
n't	RB
know	VB
whether	IN
I	PRP
can	MD
.	.

I	PRP
shall	MD
be	VB
living	VBG
with	IN
my	PRP$
sister	NN
,	,
and	CC
--	:
''	''
``	``
Well	UH
,	,
if	IN
she	PRP
